ID_PROTOCOLO,CODIGOINVIMA,VERSION,FECHA_PROTOCOLO,FECHA_PREVISTA_TERMINACION,TITULO_CIENTIFICO_PROTOCOLO,TITULO_PUBLICO_PROTOCOLO,NRO_INVESTIGACION_PRIMARIA,FECHA_REGISTRO_OFICIAL_PRIMARIA,NRO_IDENTIFICACION_SECUNDARIA,FECHA_REGISTRO_OFICIAL_SECUNDARIO,PATROCINADOR,CRO,PAIS_DESARROLLA_ACTIVIDAD,FUENTE_FINANCIACION,ESPECIALIDAD_PROTOCOLO,TIPO_INVESTIGACION,CODIGOASIGNADOPATROCINADOR,MOLECULA_ESTUDIO,ORIGEN,ESTADO,ID_MEDICAMENTO,ID_DISPOSITIVOS
3589,PI GF 1078,330,2016-01-11,2021-07-26,Titulo 719,Titulo 719,579082,2016-01-11,689387,2016-01-11,GENFIT COVANCE COLOMBIA SERVICES LTDA,CRO3589,COLOMBIA,Fuente 3589,Especialidda 3589,Tipo 3589,GFT505 315 1,Molecula 3589,Origen 3589,APROBADO,372,
3590,PI GF 1078,332,2016-06-10,2021-05-26,Titulo y,Titulo y,2668,2016-06-10,8488,2016-06-10,GENFIT COVANCE COLOMBIA SERVICES LTDA,CRO3590,COLOMBIA,Fuente 3590,Especialidda 3590,Tipo 3590,GFT505 315 1,Molecula 3590,Origen 3590,APROBADO,371,
3591,PI GF 1078,335,2018-02-25,2021-05-26,Titulo x,Titulo x,45971,2018-02-25,23822,2018-02-25,GENFIT COVANCE COLOMBIA SERVICES LTDA,CRO3591,COLOMBIA,Fuente 3591,Especialidda 3591,Tipo 3591,GFT505 315 1,Molecula 3591,Origen 3591,APROBADO,370,
3592,PI AB 879,336,2020-06-25,2021-06-28,Titulo x719,Titulo x719,690023,2020-06-25,21711,2020-06-25,ALIOS BIOPHARMA INVENTIV HEALTH CLINICAL COLOMBIA S A S,CRO3592,COLOMBIA,Fuente 3592,Especialidda 3592,Tipo 3592,ALS 8176 503,Molecula 3592,Origen 3592,APROBADO,369,
3593,PI SA 1176,333,2020-07-12,2021-06-28,Titulo 719,Titulo 719,34758,2020-07-12,24923,2020-07-12,SANOFI AVENTIS DE COLOMBIA S A COVANCE COLOMBIA SERVICES LTDA,CRO3593,COLOMBIA,Fuente 3593,Especialidda 3593,Tipo 3593,EFC14837,Molecula 3593,Origen 3593,APROBADO,368,
3594,PI SA 1176,330,2021-01-26,2021-07-27,Titulo 720,Titulo 720,234560,2021-01-26,23711,2021-01-26,SANOFI AVENTIS DE COLOMBIA S A COVANCE COLOMBIA SERVICES LTDA,CRO3594,COLOMBIA,Fuente 3594,Especialidda 3594,Tipo 3594,EFC14837,Molecula 3594,Origen 3594,APROBADO,367,
3595,PI SA 1176,328,2020-03-17,2021-05-27,Titulo y,Titulo y,657893,2020-03-17,12720,2020-03-17,SANOFI AVENTIS DE COLOMBIA S A COVANCE COLOMBIA SERVICES LTDA,CRO3595,COLOMBIA,Fuente 3595,Especialidda 3595,Tipo 3595,EFC14837,Molecula 3595,Origen 3595,EN CURSO,366,
3596,PI RO 1175,333,2016-01-12,2021-07-27,Titulo x,Titulo x,324560,2016-01-12,1233823,2016-01-12,PRODUCTOS ROCHE S A,CRO3596,COLOMBIA,Fuente 3596,Especialidda 3596,Tipo 3596,MO39129,Molecula 3596,Origen 3596,EN CURSO,365,
3597,PI HL 1109,335,2016-06-11,2021-05-27,Titulo x720,Titulo x720,2668,2016-06-11,436855,2016-06-11,H LUNDBECK A S LUNDBECK ICON HOLDINGS CLINICAL RESEARCH INTERNATIONAL LIMITED SUCURSAL COLOMBIA,CRO3597,COLOMBIA,Fuente 3597,Especialidda 3597,Tipo 3597,12712A,Molecula 3597,Origen 3597,EN CURSO,364,
3598,PI HL 1109,328,2018-02-26,2021-05-27,Titulo 720,Titulo 720,539,2018-02-26,689388,2018-02-26,H LUNDBECK A S LUNDBECK ICON HOLDINGS CLINICAL RESEARCH INTERNATIONAL LIMITED SUCURSAL COLOMBIA,CRO3598,COLOMBIA,Fuente 3598,Especialidda 3598,Tipo 3598,12712A,Molecula 3598,Origen 3598,RECHAZADO,363,
3599,PI SA 1176,329,2020-06-26,2021-06-29,Titulo 721,Titulo 721,253781,2020-06-26,8489,2020-06-26,SANOFI AVENTIS DE COLOMBIA S A COVANCE COLOMBIA SERVICES LTDA,CRO3599,COLOMBIA,Fuente 3599,Especialidda 3599,Tipo 3599,EFC14837,Molecula 3599,Origen 3599,APROBADO,362,
3600,PI SA 1176,331,2020-07-13,2021-06-29,Titulo y,Titulo y,579083,2020-07-13,23823,2020-07-13,SANOFI AVENTIS DE COLOMBIA S A COVANCE COLOMBIA SERVICES LTDA,CRO3600,COLOMBIA,Fuente 3600,Especialidda 3600,Tipo 3600,EFC14837,Molecula 3600,Origen 3600,EN CURSO,361,
3601,PI SA 1176,333,2021-01-27,2021-07-28,Titulo x,Titulo x,2669,2021-01-27,21712,2021-01-27,SANOFI AVENTIS DE COLOMBIA S A COVANCE COLOMBIA SERVICES LTDA,CRO3601,COLOMBIA,Fuente 3601,Especialidda 3601,Tipo 3601,EFC14837,Molecula 3601,Origen 3601,APROBADO,360,
3602,PI NO 79,336,2020-03-18,2021-05-28,Titulo x721,Titulo x721,45972,2020-03-18,24924,2020-03-18,NOVARTIS DE COLOMBIA S A,CRO3602,COLOMBIA,Fuente 3602,Especialidda 3602,Tipo 3602,CAMN107A2303,Molecula 3602,Origen 3602,APROBADO,359,
3603,PI MS 582,337,2016-01-13,2021-07-28,Titulo 721,Titulo 721,690024,2016-01-13,23712,2016-01-13,MERCK SHARP Y DOHME COLOMBIA S A S,CRO3603,COLOMBIA,Fuente 3603,Especialidda 3603,Tipo 3603,MK 431A 170,Molecula 3603,Origen 3603,APROBADO,358,
3604,PI SA 759,334,2016-06-12,2021-05-28,Titulo 722,Titulo 722,34759,2016-06-12,12721,2016-06-12,SANOFI DE COLOMBIA S A  RPS COLOMBIA LTDA,CRO3604,COLOMBIA,Fuente 3604,Especialidda 3604,Tipo 3604,H 030 014,Molecula 3604,Origen 3604,APROBADO,357,
3605,PI NO 760,331,2018-02-27,2021-05-28,Titulo y,Titulo y,234561,2018-02-27,1233824,2018-02-27,NOVARTIS DE COLOMBIA S A,CRO3605,COLOMBIA,Fuente 3605,Especialidda 3605,Tipo 3605,CAMN107I2201,Molecula 3605,Origen 3605,APROBADO,356,
3606,PI NO 1020,329,2020-06-27,2021-06-30,Titulo x,Titulo x,657894,2020-06-27,436856,2020-06-27,NOVARTIS DE COLOMBIA S A,CRO3606,COLOMBIA,Fuente 3606,Especialidda 3606,Tipo 3606,CLDK378A2112,Molecula 3606,Origen 3606,APROBADO,355,
3607,PI AZ 1024,334,2020-07-14,2021-06-30,Titulo x722,Titulo x722,324561,2020-07-14,689389,2020-07-14,ASTRAZENECA AB  RPS COLOMBIA LTDA,CRO3607,COLOMBIA,Fuente 3607,Especialidda 3607,Tipo 3607,D3461C00005,Molecula 3607,Origen 3607,EN CURSO,354,
3608,PI MS 1026,336,2021-01-28,2021-07-29,Titulo 722,Titulo 722,2669,2021-01-28,8490,2021-01-28,MERCK SHARP Y DOHME COLOMBIA S A S,CRO3608,COLOMBIA,Fuente 3608,Especialidda 3608,Tipo 3608,MK3475 119,Molecula 3608,Origen 3608,EN CURSO,353,
3609,PI PF 1038,329,2020-03-19,2021-05-29,Titulo 723,Titulo 723,540,2020-03-19,23824,2020-03-19,PFIZER COLOMBIA S A S  INVENTIV HEALTH CLINICAL COLOMBIA S A S,CRO3609,COLOMBIA,Fuente 3609,Especialidda 3609,Tipo 3609,B1801381,Molecula 3609,Origen 3609,EN CURSO,352,
3610,PI RPH 1084,330,2016-01-14,2021-07-29,Titulo y,Titulo y,253782,2016-01-14,21713,2016-01-14,R PHARM  QUINTILES COLOMBIA LTDA,CRO3610,COLOMBIA,Fuente 3610,Especialidda 3610,Tipo 3610,CL04041023,Molecula 3610,Origen 3610,RECHAZADO,351,
3611,PI RPH 1085,332,2016-06-13,2021-05-29,Titulo x,Titulo x,579084,2016-06-13,24925,2016-06-13,R PHARM  QUINTILES COLOMBIA LTDA,CRO3611,COLOMBIA,Fuente 3611,Especialidda 3611,Tipo 3611,CL04041025,Molecula 3611,Origen 3611,APROBADO,350,
3612,PI LP 606,334,2018-02-28,2021-05-29,Titulo x723,Titulo x723,2670,2018-02-28,23713,2018-02-28,PFIZER COLOMBIA S A S PAREXEL INTERNACIONAL COLOMBIA S A S,CRO3612,COLOMBIA,Fuente 3612,Especialidda 3612,Tipo 3612,B1801023,Molecula 3612,Origen 3612,EN CURSO,349,
3613,PI ET 1127,337,2020-06-28,2021-07-01,Titulo 723,Titulo 723,45973,2020-06-28,12722,2020-06-28,ESPERION THERAPEUTICS INC QUINTILES COLOMBIA LTDA,CRO3613,COLOMBIA,Fuente 3613,Especialidda 3613,Tipo 3613,1002 043,Molecula 3613,Origen 3613,APROBADO,348,
3614,PI ET 1127,338,2020-07-15,2021-07-01,Titulo 724,Titulo 724,690025,2020-07-15,1233825,2020-07-15,ESPERION THERAPEUTICS INC QUINTILES COLOMBIA LTDA,CRO3614,COLOMBIA,Fuente 3614,Especialidda 3614,Tipo 3614,1002 043,Molecula 3614,Origen 3614,APROBADO,347,
3615,PI ET 1127,335,2021-01-29,2021-07-30,Titulo y,Titulo y,34760,2021-01-29,436857,2021-01-29,ESPERION THERAPEUTICS INC QUINTILES COLOMBIA LTDA,CRO3615,COLOMBIA,Fuente 3615,Especialidda 3615,Tipo 3615,1002 043,Molecula 3615,Origen 3615,APROBADO,346,
3616,PI HGS 723,332,2020-03-20,2021-05-30,Titulo x,Titulo x,234562,2020-03-20,689390,2020-03-20,HUMAN GENOME SCIENCES INC  QUINTILES COLOMBIA LTDA,CRO3616,COLOMBIA,Fuente 3616,Especialidda 3616,Tipo 3616,HGS1006 C1113,Molecula 3616,Origen 3616,APROBADO,345,
3617,PI ABS 1053,330,2016-01-15,2021-07-30,Titulo x724,Titulo x724,657895,2016-01-15,8491,2016-01-15,ABBVIE S A S,CRO3617,COLOMBIA,Fuente 3617,Especialidda 3617,Tipo 3617,M13 545,Molecula 3617,Origen 3617,APROBADO,344,
3618,PI PF 944,335,2016-06-14,2021-05-30,Titulo 724,Titulo 724,324562,2016-06-14,23825,2016-06-14,PFIZER INC PAREXEL INTERNATIONAL COLOMBIA S A S,CRO3618,COLOMBIA,Fuente 3618,Especialidda 3618,Tipo 3618,B5381002,Molecula 3618,Origen 3618,APROBADO,343,
3619,PI MS 880,337,2018-03-01,2021-05-30,Titulo 725,Titulo 725,2670,2018-03-01,21714,2018-03-01,PAREXEL INTERNATIONAL COLOMBIA S A,CRO3619,COLOMBIA,Fuente 3619,Especialidda 3619,Tipo 3619,MK 8835 PF 04971729,Molecula 3619,Origen 3619,EN CURSO,342,
3620,PI MS 880,330,2020-06-29,2021-07-02,Titulo y,Titulo y,541,2020-06-29,24926,2020-06-29,PAREXEL INTERNATIONAL COLOMBIA S A,CRO3620,COLOMBIA,Fuente 3620,Especialidda 3620,Tipo 3620,MK 8835 PF 04971729,Molecula 3620,Origen 3620,EN CURSO,341,
3621,PI MS 1036,331,2020-07-16,2021-07-02,Titulo x,Titulo x,253783,2020-07-16,23714,2020-07-16,MERCK SHARP Y DOHME COLOMBIA S A S,CRO3621,COLOMBIA,Fuente 3621,Especialidda 3621,Tipo 3621,MK3475 170,Molecula 3621,Origen 3621,EN CURSO,340,
3622,PI AKP 1028,333,2021-01-30,2021-07-31,Titulo x725,Titulo x725,579085,2021-01-30,12723,2021-01-30,AKROS PHARMA INC PPD COLOMBIA S A S,CRO3622,COLOMBIA,Fuente 3622,Especialidda 3622,Tipo 3622,AE051 G 13 003,Molecula 3622,Origen 3622,RECHAZADO,339,
3623,PI CC 1155,335,2020-03-21,2021-05-31,Titulo 725,Titulo 725,2671,2020-03-21,1233826,2020-03-21,CELGENE CORPORATION QUINTILES COLOMBIA LTDA,CRO3623,COLOMBIA,Fuente 3623,Especialidda 3623,Tipo 3623,CC 90001 IPF 001,Molecula 3623,Origen 3623,APROBADO,338,
3624,PI CC 1155,338,2016-01-16,2021-07-31,Titulo 726,Titulo 726,45974,2016-01-16,436858,2016-01-16,CELGENE CORPORATION QUINTILES COLOMBIA LTDA,CRO3624,COLOMBIA,Fuente 3624,Especialidda 3624,Tipo 3624,CC 90001 IPF 001,Molecula 3624,Origen 3624,EN CURSO,337,
3625,PI CC 1155,339,2016-06-15,2021-05-31,Titulo y,Titulo y,690026,2016-06-15,689391,2016-06-15,CELGENE CORPORATION QUINTILES COLOMBIA LTDA,CRO3625,COLOMBIA,Fuente 3625,Especialidda 3625,Tipo 3625,CC 90001 IPF 001,Molecula 3625,Origen 3625,APROBADO,336,
3626,PI ET 1127,336,2018-03-02,2021-05-31,Titulo x,Titulo x,34761,2018-03-02,8492,2018-03-02,ESPERION THERAPEUTICS INC QUINTILES COLOMBIA LTDA,CRO3626,COLOMBIA,Fuente 3626,Especialidda 3626,Tipo 3626,1002 043,Molecula 3626,Origen 3626,APROBADO,335,
3627,PI ET 1127,333,2020-06-30,2021-07-03,Titulo x726,Titulo x726,234563,2020-06-30,23826,2020-06-30,ESPERION THERAPEUTICS INC QUINTILES COLOMBIA LTDA,CRO3627,COLOMBIA,Fuente 3627,Especialidda 3627,Tipo 3627,1002 043,Molecula 3627,Origen 3627,APROBADO,334,
3628,PI ET 1127,331,2020-07-17,2021-07-03,Titulo 726,Titulo 726,657896,2020-07-17,21715,2020-07-17,ESPERION THERAPEUTICS INC QUINTILES COLOMBIA LTDA,CRO3628,COLOMBIA,Fuente 3628,Especialidda 3628,Tipo 3628,1002 043,Molecula 3628,Origen 3628,APROBADO,333,
3629,PI BM 1001,336,2021-01-31,2021-08-01,Titulo 727,Titulo 727,324563,2021-01-31,24927,2021-01-31,BRISTOL MYERS SQUIBB DE COLOMBIA S A,CRO3629,COLOMBIA,Fuente 3629,Especialidda 3629,Tipo 3629,CA209 227,Molecula 3629,Origen 3629,APROBADO,332,
3630,PI BM 1027,338,2020-03-22,2021-06-01,Titulo y,Titulo y,2671,2020-03-22,23715,2020-03-22,BRISTOL MYERS SQUIBB DE COLOMBIA S A,CRO3630,COLOMBIA,Fuente 3630,Especialidda 3630,Tipo 3630,CA209 451,Molecula 3630,Origen 3630,APROBADO,331,
3631,PI GIS 1032,331,2016-01-17,2021-08-01,Titulo x,Titulo x,542,2016-01-17,12724,2016-01-17,GILEAD SCIENCES INC  ICON CLINICAL RESEARCH REPRESENTADO EN COLOMBIA POR ICON HOLDINGS CLINICAL RESEARCH INTERNATIONAL SUCURSAL COLOMBIA,CRO3631,COLOMBIA,Fuente 3631,Especialidda 3631,Tipo 3631,GS US 296 1080,Molecula 3631,Origen 3631,EN CURSO,330,
3632,PI MS 1130,332,2016-06-16,2021-06-01,Titulo x727,Titulo x727,253784,2016-06-16,1233827,2016-06-16,MERCK SHARP Y DOHME COLOMBIA S A S,CRO3632,COLOMBIA,Fuente 3632,Especialidda 3632,Tipo 3632,MK3475 412,Molecula 3632,Origen 3632,EN CURSO,329,
3633,PI MS 1131,334,2018-03-03,2021-06-01,Titulo 727,Titulo 727,579086,2018-03-03,436859,2018-03-03,MERCK SHARP Y DOHME COLOMBIA S A S,CRO3633,COLOMBIA,Fuente 3633,Especialidda 3633,Tipo 3633,MK3475 522,Molecula 3633,Origen 3633,EN CURSO,328,
3634,PI IC 638,336,2020-07-01,2021-07-04,Titulo 728,Titulo 728,2672,2020-07-01,689392,2020-07-01,ELI LILLY AND COMPANY ICON HOLDINGS CLINICAL RESEARCH INTERNATIONAL LIMITED SUCURSAL COLOMBIA,CRO3634,COLOMBIA,Fuente 3634,Especialidda 3634,Tipo 3634,H9X MC GBDJ,Molecula 3634,Origen 3634,RECHAZADO,327,
3635,PI NO 1195,339,2020-07-18,2021-07-04,Titulo y,Titulo y,45975,2020-07-18,8493,2020-07-18,NOVARTIS DE COLOMBIA S A PAREXEL INTERNATIONAL COLOMBIA SAS,CRO3635,COLOMBIA,Fuente 3635,Especialidda 3635,Tipo 3635,CQAW039A2317,Molecula 3635,Origen 3635,APROBADO,326,
3636,PI JC 1120,340,2021-02-01,2021-08-02,Titulo x,Titulo x,690027,2021-02-01,23827,2021-02-01,JANSSEN RESEARCH Y DEVELOPMENT LLC QUINTILES COLOMBIA LTDA,CRO3636,COLOMBIA,Fuente 3636,Especialidda 3636,Tipo 3636,PCI 32765CAN3001,Molecula 3636,Origen 3636,EN CURSO,325,
3637,PI GS 926,337,2020-03-23,2021-06-02,Titulo x728,Titulo x728,34762,2020-03-23,21716,2020-03-23,GLAXOSMITHKLINE COLOMBIA S A PPD COLOMBIA S A S,CRO3637,COLOMBIA,Fuente 3637,Especialidda 3637,Tipo 3637,200304,Molecula 3637,Origen 3637,APROBADO,324,
3638,PI RO 1192,334,2016-01-18,2021-08-02,Titulo 728,Titulo 728,234564,2016-01-18,24928,2016-01-18,PRODUCTOS ROCHE S A,CRO3638,COLOMBIA,Fuente 3638,Especialidda 3638,Tipo 3638,MO39171,Molecula 3638,Origen 3638,APROBADO,323,
3639,PI MS 1151,332,2016-06-17,2021-06-02,Titulo 729,Titulo 729,657897,2016-06-17,23716,2016-06-17,MERCK SHARP Y DOHME COLOMBIA S A S,CRO3639,COLOMBIA,Fuente 3639,Especialidda 3639,Tipo 3639,MK3475 564,Molecula 3639,Origen 3639,APROBADO,322,
3640,PI AG 1075,337,2018-03-04,2021-06-02,Titulo y,Titulo y,324564,2018-03-04,12725,2018-03-04,AMGEN INC QUINTILES COLOMBIA LTDA,CRO3640,COLOMBIA,Fuente 3640,Especialidda 3640,Tipo 3640,20120123,Molecula 3640,Origen 3640,APROBADO,321,
3641,PI NO 922,339,2020-07-02,2021-07-05,Titulo x,Titulo x,2672,2020-07-02,1233828,2020-07-02,NOVARTIS DE COLOMBIA S A PAREXEL INTERNATIONAL COLOMBIA S A S,CRO3641,COLOMBIA,Fuente 3641,Especialidda 3641,Tipo 3641,CLCZ696D2301,Molecula 3641,Origen 3641,APROBADO,320,
3642,PI MS 1052,332,2020-07-19,2021-07-05,Titulo x729,Titulo x729,543,2020-07-19,436860,2020-07-19,MERCK SHARP Y DOHME COLOMBIA S A S,CRO3642,COLOMBIA,Fuente 3642,Especialidda 3642,Tipo 3642,MK 3475 240,Molecula 3642,Origen 3642,APROBADO,319,
3643,PI CU 925,333,2021-02-02,2021-08-03,Titulo 729,Titulo 729,253785,2021-02-02,689393,2021-02-02,CUBIST PHARMACEUTICAL INC INC RESEARCH COLOMBIA LTDA,CRO3643,COLOMBIA,Fuente 3643,Especialidda 3643,Tipo 3643,CXA NP 11 04,Molecula 3643,Origen 3643,EN CURSO,318,
3644,PI HL 1109,335,2020-03-24,2021-06-03,Titulo 730,Titulo 730,579087,2020-03-24,8494,2020-03-24,H LUNDBECK A S LUNDBECK ICON CLINICAL RESEARCH,CRO3644,COLOMBIA,Fuente 3644,Especialidda 3644,Tipo 3644,12712A,Molecula 3644,Origen 3644,EN CURSO,317,
3645,PI DT 1138,337,2016-01-19,2021-08-03,Titulo y,Titulo y,2673,2016-01-19,23828,2016-01-19,INC RESEARCH COLOMBIA LTDA,CRO3645,COLOMBIA,Fuente 3645,Especialidda 3645,Tipo 3645,DUR001 306,Molecula 3645,Origen 3645,EN CURSO,316,
3646,PI NO 1029,340,2016-06-18,2021-06-03,Titulo x,Titulo x,45976,2016-06-18,21717,2016-06-18,NOVARTIS DE COLOMBIA S A PAREXEL INTERNATIONAL COLOMBIA S A S,CRO3646,COLOMBIA,Fuente 3646,Especialidda 3646,Tipo 3646,CAIN457A2310,Molecula 3646,Origen 3646,RECHAZADO,315,
3647,PI MS 1082,341,2018-03-05,2021-06-03,Titulo x730,Titulo x730,690028,2018-03-05,24929,2018-03-05,MERCK SHARP Y DOHME COLOMBIA SAS,CRO3647,COLOMBIA,Fuente 3647,Especialidda 3647,Tipo 3647,MK1242 001,Molecula 3647,Origen 3647,APROBADO,314,
3648,PI MS 1130,338,2020-07-03,2021-07-06,Titulo 730,Titulo 730,34763,2020-07-03,23717,2020-07-03,MERCK SHARP Y DOHME COLOMBIA SAS,CRO3648,COLOMBIA,Fuente 3648,Especialidda 3648,Tipo 3648,MK3475 412,Molecula 3648,Origen 3648,EN CURSO,313,
3649,PI MS 1130,335,2020-07-20,2021-07-06,Titulo 731,Titulo 731,234565,2020-07-20,12726,2020-07-20,MERCK SHARP Y DOHME COLOMBIA SAS,CRO3649,COLOMBIA,Fuente 3649,Especialidda 3649,Tipo 3649,MK3475 412,Molecula 3649,Origen 3649,APROBADO,312,
3650,PI MS 1130,333,2021-02-03,2021-08-04,Titulo y,Titulo y,657898,2021-02-03,1233829,2021-02-03,MERCK SHARP Y DOHME COLOMBIA SAS,CRO3650,COLOMBIA,Fuente 3650,Especialidda 3650,Tipo 3650,MK3475 412,Molecula 3650,Origen 3650,APROBADO,311,
3651,PI MEI 939,338,2020-03-25,2021-06-04,Titulo x,Titulo x,324565,2020-03-25,436861,2020-03-25,MEDLMMUNE LLC UNA SUBSIDIARIA DE PROPIEDAD ABSOLUTA DE ASTRAZENECA PCL PPD COLOMBIA S A S,CRO3651,COLOMBIA,Fuente 3651,Especialidda 3651,Tipo 3651,CD IA MEDI 551 1155,Molecula 3651,Origen 3651,APROBADO,310,
3652,PI RO 1116,340,2016-01-20,2021-08-04,Titulo x731,Titulo x731,2673,2016-01-20,689394,2016-01-20,PRODUCTOS ROCHE S A,CRO3652,COLOMBIA,Fuente 3652,Especialidda 3652,Tipo 3652,MO29983,Molecula 3652,Origen 3652,APROBADO,309,
3653,PI AX 1118,333,2016-06-19,2021-06-04,Titulo 731,Titulo 731,544,2016-06-19,8495,2016-06-19,ABLYNX NV TECHNOLOGIEPARK 21 9052 ZWIJNAARDE BÉLGICA PAREXEL INTERNATIONAL,CRO3653,COLOMBIA,Fuente 3653,Especialidda 3653,Tipo 3653,ALX0171 C201,Molecula 3653,Origen 3653,APROBADO,308,
3654,PI JC 1120,334,2018-03-06,2021-06-04,Titulo 732,Titulo 732,253786,2018-03-06,23829,2018-03-06,JANSSEN RESEARCH Y DEVELOPMENT LLC QUINTILES COLOMBIA LTDA,CRO3654,COLOMBIA,Fuente 3654,Especialidda 3654,Tipo 3654,PCI 32765CAN3001,Molecula 3654,Origen 3654,APROBADO,307,
3655,PI SA 1141,336,2020-07-04,2021-07-07,Titulo y,Titulo y,579088,2020-07-04,21718,2020-07-04,SANOFI AVENTIS DE COLOMBIA S A,CRO3655,COLOMBIA,Fuente 3655,Especialidda 3655,Tipo 3655,EFC14028,Molecula 3655,Origen 3655,EN CURSO,306,
3656,PI BI 1172,338,2020-07-21,2021-07-07,Titulo x,Titulo x,2674,2020-07-21,24930,2020-07-21,BIOMARIN PHARMACEUTICAL INC COVANCE COLOMBIA SERVICES LTDA,CRO3656,COLOMBIA,Fuente 3656,Especialidda 3656,Tipo 3656,250 201,Molecula 3656,Origen 3656,EN CURSO,305,
3657,PI CC 1166,341,2021-02-04,2021-08-05,Titulo x732,Titulo x732,45977,2021-02-04,23718,2021-02-04,CELGENE CORPORATION PPD COLOMBIA S A S,CRO3657,COLOMBIA,Fuente 3657,Especialidda 3657,Tipo 3657,CC 220 SLE 002,Molecula 3657,Origen 3657,EN CURSO,304,
3658,PI CC 1166,342,2020-03-26,2021-06-05,Titulo 732,Titulo 732,690029,2020-03-26,12727,2020-03-26,CELGENE CORPORATION PPD COLOMBIA S A S,CRO3658,COLOMBIA,Fuente 3658,Especialidda 3658,Tipo 3658,CC 220 SLE 002,Molecula 3658,Origen 3658,RECHAZADO,303,
3659,PI CC 1166,339,2016-01-21,2021-08-05,Titulo 733,Titulo 733,34764,2016-01-21,1233830,2016-01-21,CELGENE CORPORATION PPD COLOMBIA S A S,CRO3659,COLOMBIA,Fuente 3659,Especialidda 3659,Tipo 3659,CC 220 SLE 002,Molecula 3659,Origen 3659,APROBADO,302,
3660,PI RO 525,336,2016-06-20,2021-06-05,Titulo y,Titulo y,234566,2016-06-20,436862,2016-06-20,PRODUCTOS ROCHE S A,CRO3660,COLOMBIA,Fuente 3660,Especialidda 3660,Tipo 3660,BO22334,Molecula 3660,Origen 3660,EN CURSO,301,
3661,PI RO 525,334,2018-03-07,2021-06-05,Titulo x,Titulo x,657899,2018-03-07,689395,2018-03-07,ROCHE S A,CRO3661,COLOMBIA,Fuente 3661,Especialidda 3661,Tipo 3661,BO22334,Molecula 3661,Origen 3661,APROBADO,300,
3662,PI MS 825,339,2020-07-05,2021-07-08,Titulo x733,Titulo x733,324566,2020-07-05,8496,2020-07-05,MERCK SHARP Y DOHME COLOMBIA S A S,CRO3662,COLOMBIA,Fuente 3662,Especialidda 3662,Tipo 3662,MK 0991 064,Molecula 3662,Origen 3662,APROBADO,299,
3663,PI FIB 873,341,2020-07-22,2021-07-08,Titulo 733,Titulo 733,2674,2020-07-22,23830,2020-07-22,FIBROGEN INC  ICON HOLDINGS CLINICAL RESEARCH INTERNATIONAL LIMITED SUCURSAL COLOMBIA,CRO3663,COLOMBIA,Fuente 3663,Especialidda 3663,Tipo 3663,FGCL 4592 063,Molecula 3663,Origen 3663,APROBADO,298,
3664,PI MS 1040,334,2021-02-05,2021-08-06,Titulo 734,Titulo 734,545,2021-02-05,21719,2021-02-05,MERCK SHARP Y DOHME COLOMBIA S A S,CRO3664,COLOMBIA,Fuente 3664,Especialidda 3664,Tipo 3664,MK3475 181,Molecula 3664,Origen 3664,APROBADO,297,
3665,PI AS 1088,335,2020-03-27,2021-06-06,Titulo y,Titulo y,253787,2020-03-27,24931,2020-03-27,ASTELLAS PHARMA EUROPE B V  INC RESEARCH COLOMBIA LTDA,CRO3665,COLOMBIA,Fuente 3665,Especialidda 3665,Tipo 3665,178 CL 206A,Molecula 3665,Origen 3665,APROBADO,296,
3666,PI MS 1151,337,2016-01-22,2021-08-06,Titulo x,Titulo x,579089,2016-01-22,23719,2016-01-22,MERCK SHARP Y DOHME COLOMBIA S A S,CRO3666,COLOMBIA,Fuente 3666,Especialidda 3666,Tipo 3666,MK3475 564,Molecula 3666,Origen 3666,APROBADO,295,
3667,PI MS 941,339,2016-06-21,2021-06-06,Titulo x734,Titulo x734,2675,2016-06-21,12728,2016-06-21,MERCK SHARP Y DOHME COLOMBIA S A S,CRO3667,COLOMBIA,Fuente 3667,Especialidda 3667,Tipo 3667,MK3475 042,Molecula 3667,Origen 3667,EN CURSO,294,
3668,PI BH 773,342,2018-03-08,2021-06-06,Titulo 734,Titulo 734,45978,2018-03-08,1233831,2018-03-08,BAYER S A,CRO3668,COLOMBIA,Fuente 3668,Especialidda 3668,Tipo 3668,BAY 59 7939 15786,Molecula 3668,Origen 3668,EN CURSO,293,
3669,PI BI 1172,343,2020-07-06,2021-07-09,Titulo 735,Titulo 735,690030,2020-07-06,436863,2020-07-06,BIOMARIN PHARMACEUTICAL INC COVANCE COLOMBIA SERVICES LTDA,CRO3669,COLOMBIA,Fuente 3669,Especialidda 3669,Tipo 3669,250 201,Molecula 3669,Origen 3669,EN CURSO,292,
3670,PI MC 1044,340,2020-07-23,2021-07-09,Titulo y,Titulo y,34765,2020-07-23,689396,2020-07-23,MERCK KGAA QUINTILES COLOMBIA LTDA,CRO3670,COLOMBIA,Fuente 3670,Especialidda 3670,Tipo 3670,EMR 100070 005,Molecula 3670,Origen 3670,RECHAZADO,291,
3671,PI MS 961,337,2021-02-06,2021-08-07,Titulo x,Titulo x,234567,2021-02-06,8497,2021-02-06,MERCK SHARP Y DOHME COLOMBIA S A S,CRO3671,COLOMBIA,Fuente 3671,Especialidda 3671,Tipo 3671,MK 3475 048,Molecula 3671,Origen 3671,APROBADO,290,
